support,itemsets
0.081,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Olive oil, virgin or extra-virgin'})"
0.0375,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment'})"
0.028166666666666666,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Parsley'})"
0.0275,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel'})"
0.023,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.058166666666666665,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Sucrose (common sugar)'})"
0.032,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Tap water'})"
0.0245,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Wheat bread and rolls, semi-brown'})"
0.035833333333333335,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Wheat bread and rolls, white (refined flour)'})"
0.026166666666666668,"frozenset({'Canned tunas and similar, MEDIUM= In vegetable oil', 'Wheat flour white'})"
0.05466666666666667,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.16733333333333333,"frozenset({'Celery leaves', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.022833333333333334,"frozenset({'Cheese, grana padano', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.13816666666666666,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.023,"frozenset({'Chicken fresh meat, PART= Breast (as part-nature), PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.20183333333333334,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.02033333333333333,"frozenset({'Common peaches, PROCESS= Unprocessed', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.0395,"frozenset({'Cooked pork ham', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.04816666666666667,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.07066666666666667,"frozenset({'Cow milk, semi skimmed (half fat)', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.11883333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.107,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.033166666666666664,"frozenset({'Croissant, PLACE= Food industry prepared', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.02266666666666667,"frozenset({'Cucumbers, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.157,"frozenset({'Dried durum pasta', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.058333333333333334,"frozenset({'Florence fennels, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.020833333333333332,"frozenset({'Fruit nectars (min. 25-50% fruit as defined in EU legislation), INGRED= Sucrose (common sugar), GEN= Unspecified', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.128,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.089,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.04883333333333333,"frozenset({'Ham, pork', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.111,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.0325,"frozenset({'Jam of fruit / vegetables, GEN= Unspecified, RACSOURCE= Fruit used as fruit', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.05,"frozenset({'Juice, lemon', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.028,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Kiwi fruits (green, red, yellow), PROCESS= Unprocessed'})"
0.023666666666666666,"frozenset({'Lemons, PARTCON= With peel, PROCESS= Unprocessed', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.10333333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.1575,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.024666666666666667,"frozenset({'Mandarins, PROCESS= Unprocessed', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.0995,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Meat extract'})"
0.0585,"frozenset({'Mozzarella, RACSOURCE= Cow milk', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.17983333333333335,"frozenset({'Natural mineral water', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.2688333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.23233333333333334,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.043833333333333335,"frozenset({'Oranges, PROCESS= Unprocessed', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.12216666666666667,"frozenset({'Parsley', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.04133333333333333,"frozenset({'Pears, PROCESS= Unprocessed', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.07,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.14716666666666667,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.044833333333333336,"frozenset({'Radicchio, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.03666666666666667,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.025833333333333333,"frozenset({'Ricotta, RACSOURCE= Cow milk, whole', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.036333333333333336,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Rusk, refined flour'})"
0.03166666666666667,"frozenset({'Seed oils, GEN= Unspecified', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.19483333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.10283333333333333,"frozenset({'Swiss chards, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.10616666666666667,"frozenset({'Tap water', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.03983333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Tea infusion (black, white), QUAL= Without added sugar'})"
0.052,"frozenset({'Vinegar, wine', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.07266666666666667,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, semi-brown'})"
0.13283333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, white (refined flour)'})"
0.09833333333333333,"frozenset({'Wheat flour white', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.021833333333333333,"frozenset({'Wild chicories, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.11066666666666666,"frozenset({'Wine, red', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.072,"frozenset({'Wine, white', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.028333333333333332,"frozenset({'Yeast cultures, STATE= Tablets, RACSOURCE= Barley grains', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.020833333333333332,"frozenset({'Cauliflowers, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.043,"frozenset({'Celery leaves', 'Cavendishes, PROCESS= Unprocessed'})"
0.07966666666666666,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Cavendishes, PROCESS= Unprocessed'})"
0.12033333333333333,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cavendishes, PROCESS= Unprocessed'})"
0.0285,"frozenset({'Cooked pork ham', 'Cavendishes, PROCESS= Unprocessed'})"
0.04566666666666667,"frozenset({'Cow milk, semi skimmed (half fat)', 'Cavendishes, PROCESS= Unprocessed'})"
0.08416666666666667,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.043,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Cavendishes, PROCESS= Unprocessed'})"
0.021833333333333333,"frozenset({'Croissant, PLACE= Food industry prepared', 'Cavendishes, PROCESS= Unprocessed'})"
0.102,"frozenset({'Dried durum pasta', 'Cavendishes, PROCESS= Unprocessed'})"
0.024166666666666666,"frozenset({'Florence fennels, PROCESS= Raw, no heat treatment', 'Cavendishes, PROCESS= Unprocessed'})"
0.09466666666666666,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cavendishes, PROCESS= Unprocessed'})"
0.052,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Cavendishes, PROCESS= Unprocessed'})"
0.030333333333333334,"frozenset({'Ham, pork', 'Cavendishes, PROCESS= Unprocessed'})"
0.07983333333333334,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.06116666666666667,"frozenset({'Juice, lemon', 'Cavendishes, PROCESS= Unprocessed'})"
0.024166666666666666,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Kiwi fruits (green, red, yellow), PROCESS= Unprocessed'})"
0.058166666666666665,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.06466666666666666,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.035,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Meat extract'})"
0.0475,"frozenset({'Mozzarella, RACSOURCE= Cow milk', 'Cavendishes, PROCESS= Unprocessed'})"
0.119,"frozenset({'Natural mineral water', 'Cavendishes, PROCESS= Unprocessed'})"
0.17366666666666666,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Olive oil, virgin or extra-virgin'})"
0.11033333333333334,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cavendishes, PROCESS= Unprocessed'})"
0.02033333333333333,"frozenset({'Oranges, PROCESS= Unprocessed', 'Cavendishes, PROCESS= Unprocessed'})"
0.0845,"frozenset({'Parsley', 'Cavendishes, PROCESS= Unprocessed'})"
0.05616666666666666,"frozenset({'Pears, PROCESS= Unprocessed', 'Cavendishes, PROCESS= Unprocessed'})"
0.0535,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Cavendishes, PROCESS= Unprocessed'})"
0.06783333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cavendishes, PROCESS= Unprocessed'})"
0.0205,"frozenset({'Quinces, PROCESS= Unprocessed', 'Cavendishes, PROCESS= Unprocessed'})"
0.028833333333333332,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.025333333333333333,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Rusk, refined flour'})"
0.0305,"frozenset({'Seed oils, GEN= Unspecified', 'Cavendishes, PROCESS= Unprocessed'})"
0.14433333333333334,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Sucrose (common sugar)'})"
0.022833333333333334,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Swiss chards, PROCESS= Raw, no heat treatment'})"
0.07683333333333334,"frozenset({'Tap water', 'Cavendishes, PROCESS= Unprocessed'})"
0.022166666666666668,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Tea infusion (black, white), QUAL= Without added sugar'})"
0.033166666666666664,"frozenset({'Vinegar, wine', 'Cavendishes, PROCESS= Unprocessed'})"
0.049666666666666665,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Wheat bread and rolls, semi-brown'})"
0.0805,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Wheat bread and rolls, white (refined flour)'})"
0.07433333333333333,"frozenset({'Wheat flour white', 'Cavendishes, PROCESS= Unprocessed'})"
0.044,"frozenset({'Wine, red', 'Cavendishes, PROCESS= Unprocessed'})"
0.042833333333333334,"frozenset({'Wine, white', 'Cavendishes, PROCESS= Unprocessed'})"
0.0255,"frozenset({'Yeast cultures, STATE= Tablets, RACSOURCE= Barley grains', 'Cavendishes, PROCESS= Unprocessed'})"
0.1025,"frozenset({'Celery leaves', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.1615,"frozenset({'Celery leaves', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.03233333333333333,"frozenset({'Celery leaves', 'Cooked pork ham'})"
0.043833333333333335,"frozenset({'Celery leaves', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.0585,"frozenset({'Celery leaves', 'Cow milk, semi skimmed (half fat)'})"
0.09783333333333333,"frozenset({'Celery leaves', 'Cow milk, whole'})"
0.075,"frozenset({'Celery leaves', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.023833333333333335,"frozenset({'Celery leaves', 'Croissant, PLACE= Food industry prepared'})"
0.14416666666666667,"frozenset({'Dried durum pasta', 'Celery leaves'})"
0.028333333333333332,"frozenset({'Celery leaves', 'Florence fennels, PROCESS= Raw, no heat treatment'})"
0.09733333333333333,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Celery leaves'})"
0.057833333333333334,"frozenset({'Celery leaves', 'Globe tomato, PROCESS= Raw, no heat treatment'})"
0.03283333333333333,"frozenset({'Ham, pork', 'Celery leaves'})"
0.07933333333333334,"frozenset({'Celery leaves', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.023833333333333335,"frozenset({'Celery leaves', 'Jam of fruit / vegetables, GEN= Unspecified, RACSOURCE= Fruit used as fruit'})"
0.03266666666666666,"frozenset({'Celery leaves', 'Juice, lemon'})"
0.020166666666666666,"frozenset({'Celery leaves', 'Kiwi fruits (green, red, yellow), PROCESS= Unprocessed'})"
0.027333333333333334,"frozenset({'Lentils (dry)', 'Celery leaves'})"
0.07466666666666667,"frozenset({'Celery leaves', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.13483333333333333,"frozenset({'Celery leaves', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.09516666666666666,"frozenset({'Celery leaves', 'Meat extract'})"
0.04516666666666667,"frozenset({'Celery leaves', 'Mozzarella, RACSOURCE= Cow milk'})"
0.14033333333333334,"frozenset({'Celery leaves', 'Natural mineral water'})"
0.21766666666666667,"frozenset({'Celery leaves', 'Olive oil, virgin or extra-virgin'})"
0.21383333333333332,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Celery leaves'})"
0.035833333333333335,"frozenset({'Celery leaves', 'Oranges, PROCESS= Unprocessed'})"
0.083,"frozenset({'Celery leaves', 'Parsley'})"
0.034,"frozenset({'Pears, PROCESS= Unprocessed', 'Celery leaves'})"
0.03283333333333333,"frozenset({'Pig other slaughtering products, PART= Skin (as part-nature), PROCESS= Raw, no heat treatment', 'Celery leaves'})"
0.0515,"frozenset({'Celery leaves', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.14016666666666666,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Celery leaves'})"
0.025333333333333333,"frozenset({'Celery leaves', 'Radicchio, PROCESS= Raw, no heat treatment'})"
0.034333333333333334,"frozenset({'Celery leaves', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.0315,"frozenset({'Celery leaves', 'Rusk, refined flour'})"
0.025166666666666667,"frozenset({'Seed oils, GEN= Unspecified', 'Celery leaves'})"
0.15966666666666668,"frozenset({'Celery leaves', 'Sucrose (common sugar)'})"
0.10266666666666667,"frozenset({'Celery leaves', 'Swiss chards, PROCESS= Raw, no heat treatment'})"
0.0935,"frozenset({'Tap water', 'Celery leaves'})"
0.0275,"frozenset({'Celery leaves', 'Tea infusion (black, white), QUAL= Without added sugar'})"
0.03933333333333333,"frozenset({'Vinegar, wine', 'Celery leaves'})"
0.06066666666666667,"frozenset({'Celery leaves', 'Wheat bread and rolls, semi-brown'})"
0.10466666666666667,"frozenset({'Celery leaves', 'Wheat bread and rolls, white (refined flour)'})"
0.0685,"frozenset({'Wheat flour white', 'Celery leaves'})"
0.09383333333333334,"frozenset({'Wine, red', 'Celery leaves'})"
0.052333333333333336,"frozenset({'Wine, white', 'Celery leaves'})"
0.021833333333333333,"frozenset({'Celery leaves', 'Yeast cultures, STATE= Tablets, RACSOURCE= Barley grains'})"
0.0225,"frozenset({'Ceps, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.02266666666666667,"frozenset({'Ceps, PROCESS= Raw, no heat treatment', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.0205,"frozenset({'Ceps, PROCESS= Raw, no heat treatment', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.023666666666666666,"frozenset({'Ceps, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.0225,"frozenset({'Ceps, PROCESS= Raw, no heat treatment', 'Natural mineral water'})"
0.030166666666666668,"frozenset({'Ceps, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.02033333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Ceps, PROCESS= Raw, no heat treatment'})"
0.024833333333333332,"frozenset({'Ceps, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.025166666666666667,"frozenset({'Ceps, PROCESS= Raw, no heat treatment', 'Wheat flour white'})"
0.023,"frozenset({'Cheese, crescenza, RACSOURCE= Cow milk, whole', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.02033333333333333,"frozenset({'Cheese, crescenza, RACSOURCE= Cow milk, whole', 'Natural mineral water'})"
0.030333333333333334,"frozenset({'Cheese, crescenza, RACSOURCE= Cow milk, whole', 'Olive oil, virgin or extra-virgin'})"
0.023333333333333334,"frozenset({'Cheese, crescenza, RACSOURCE= Cow milk, whole', 'Sucrose (common sugar)'})"
0.024666666666666667,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cheese, emmental'})"
0.0235,"frozenset({'Dried durum pasta', 'Cheese, emmental'})"
0.02,"frozenset({'Natural mineral water', 'Cheese, emmental'})"
0.030333333333333334,"frozenset({'Cheese, emmental', 'Olive oil, virgin or extra-virgin'})"
0.025833333333333333,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cheese, emmental'})"
0.02,"frozenset({'Parsley', 'Cheese, emmental'})"
0.023166666666666665,"frozenset({'Cheese, emmental', 'Sucrose (common sugar)'})"
0.0235,"frozenset({'Cheese, grana padano', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.050166666666666665,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cheese, grana padano'})"
0.042,"frozenset({'Cheese, grana padano', 'Cow milk, whole'})"
0.0215,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Cheese, grana padano'})"
0.0395,"frozenset({'Dried durum pasta', 'Cheese, grana padano'})"
0.031166666666666665,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cheese, grana padano'})"
0.036,"frozenset({'Cheese, grana padano', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.034166666666666665,"frozenset({'Cheese, grana padano', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.022166666666666668,"frozenset({'Mozzarella, RACSOURCE= Cow milk', 'Cheese, grana padano'})"
0.0405,"frozenset({'Cheese, grana padano', 'Natural mineral water'})"
0.0655,"frozenset({'Cheese, grana padano', 'Olive oil, virgin or extra-virgin'})"
0.04516666666666667,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cheese, grana padano'})"
0.03133333333333333,"frozenset({'Cheese, grana padano', 'Parsley'})"
0.022,"frozenset({'Cheese, grana padano', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.026,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cheese, grana padano'})"
0.05,"frozenset({'Cheese, grana padano', 'Sucrose (common sugar)'})"
0.034166666666666665,"frozenset({'Tap water', 'Cheese, grana padano'})"
0.0315,"frozenset({'Cheese, grana padano', 'Wheat bread and rolls, white (refined flour)'})"
0.036,"frozenset({'Wheat flour white', 'Cheese, grana padano'})"
0.02266666666666667,"frozenset({'Wine, red', 'Cheese, grana padano'})"
0.02,"frozenset({'Cheese, gruyere', 'Globe tomato, PROCESS= Raw, no heat treatment'})"
0.021833333333333333,"frozenset({'Cheese, gruyere', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.026333333333333334,"frozenset({'Cheese, gruyere', 'Olive oil, virgin or extra-virgin'})"
0.043833333333333335,"frozenset({'Cheese, pecorino romano', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.0385,"frozenset({'Chicken fresh meat, PART= Breast (as part-nature), PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.0275,"frozenset({'Chili peppers, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.31433333333333335,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.022166666666666668,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Cola beverages, caffeinic'})"
0.0335,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Common mushrooms, PROCESS= Raw, no heat treatment'})"
0.036333333333333336,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Common peaches, PROCESS= Unprocessed'})"
0.076,"frozenset({'Cooked pork ham', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.05683333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.1115,"frozenset({'Cow milk, semi skimmed (half fat)', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.21166666666666667,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Cow milk, whole'})"
0.13066666666666665,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.058666666666666666,"frozenset({'Croissant, PLACE= Food industry prepared', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.033166666666666664,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.2718333333333333,"frozenset({'Dried durum pasta', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.02266666666666667,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Firm/semi-hard cheese (gouda and edam type)'})"
0.0585,"frozenset({'Florence fennels, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.021,"frozenset({'French beans (with pods), PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.030666666666666665,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Fruit nectars (min. 25-50% fruit as defined in EU legislation), INGRED= Sucrose (common sugar), GEN= Unspecified'})"
0.024,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Garden peas (without pods), PROCESS= Raw, no heat treatment'})"
0.23866666666666667,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.020166666666666666,"frozenset({'Globe artichokes, PARTCON= With stem, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.1155,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.022833333333333334,"frozenset({'Grapefruits, PROCESS= Unprocessed', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.07583333333333334,"frozenset({'Ham, pork', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.028,"frozenset({'Hen egg yolk, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.235,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.029166666666666667,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Honey, GEN= Unspecified'})"
0.026166666666666668,"frozenset({'Italian-type salami', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.0455,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Jam of fruit / vegetables, GEN= Unspecified, RACSOURCE= Fruit used as fruit'})"
0.07116666666666667,"frozenset({'Juice, lemon', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.03283333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Kiwi fruits (green, red, yellow), PROCESS= Unprocessed'})"
0.035166666666666666,"frozenset({'Lemons, PARTCON= With peel, PROCESS= Unprocessed', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.14816666666666667,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.15783333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.036166666666666666,"frozenset({'Mandarins, PROCESS= Unprocessed', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.10233333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Meat extract'})"
0.022333333333333334,"frozenset({'Milk chocolate', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.11783333333333333,"frozenset({'Mozzarella, RACSOURCE= Cow milk', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.28833333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Natural mineral water'})"
0.42816666666666664,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Olive oil, virgin or extra-virgin'})"
0.28983333333333333,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.069,"frozenset({'Oranges, PROCESS= Unprocessed', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.022333333333333334,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Pancetta, PROCESS= Raw, no heat treatment'})"
